20	1.67955529411765e-11
60	1.06550735294118e-11
100	1.36911117647059e-11
140	1.53222588235294e-11
180	2.09786558823529e-11
220	2.15890205882353e-11
260	2.03261970588235e-11
300	2.24887823529412e-11
340	2.55458676470588e-11
380	2.60141647058824e-11
420	2.59036676470588e-11
460	2.75242911764706e-11
500	2.78452588235294e-11
540	2.73611764705882e-11
580	2.746115e-11
620	2.61404470588235e-11
660	3.07708e-11
700	3.64850764705882e-11
740	4.15837264705882e-11
780	4.27676235294118e-11
820	4.34569147058824e-11
860	4.95710852941177e-11
900	5.88002205882353e-11
940	5.41540823529412e-11
