   X(ms)	 FEx_Ip(kA)
2.363000E+02	2.513171E+00
2.364000E+02	2.477920E+00
2.365000E+02	2.447418E+00
2.366000E+02	2.442525E+00
2.367000E+02	2.458148E+00
2.368000E+02	2.475876E+00
2.369000E+02	2.496495E+00
2.370000E+02	2.521606E+00
2.371000E+02	2.516099E+00
2.372000E+02	2.489244E+00
2.373000E+02	2.457051E+00
2.374000E+02	2.447526E+00
2.375000E+02	2.446301E+00
2.376000E+02	2.461843E+00
2.377000E+02	2.478082E+00
2.378000E+02	2.497673E+00
2.379000E+02	2.511186E+00
2.380000E+02	2.503315E+00
2.381000E+02	2.472626E+00
2.382000E+02	2.438820E+00
2.383000E+02	2.429390E+00
2.384000E+02	2.441496E+00
2.385000E+02	2.455506E+00
2.386000E+02	2.471246E+00
2.387000E+02	2.495979E+00
2.388000E+02	2.501219E+00
2.389000E+02	2.488849E+00
2.390000E+02	2.450924E+00
2.391000E+02	2.432852E+00
2.392000E+02	2.426326E+00
2.393000E+02	2.440663E+00
2.394000E+02	2.455823E+00
2.395000E+02	2.477927E+00
2.396000E+02	2.500382E+00
2.397000E+02	2.492909E+00
2.398000E+02	2.471719E+00
2.399000E+02	2.435365E+00
2.400000E+02	2.425654E+00
2.401000E+02	2.435753E+00
2.402000E+02	2.448258E+00
2.403000E+02	2.461950E+00
2.404000E+02	2.487682E+00
2.405000E+02	2.495824E+00
2.406000E+02	2.477316E+00
2.407000E+02	2.440869E+00
2.408000E+02	2.421305E+00
2.409000E+02	2.413119E+00
2.410000E+02	2.428509E+00
2.411000E+02	2.447161E+00
2.412000E+02	2.467683E+00
2.413000E+02	2.487189E+00
2.414000E+02	2.482982E+00
2.415000E+02	2.451248E+00
2.416000E+02	2.417654E+00
2.417000E+02	2.398729E+00
2.418000E+02	2.398654E+00
2.419000E+02	2.416507E+00
2.420000E+02	2.433850E+00
2.421000E+02	2.458421E+00
2.422000E+02	2.469323E+00
2.423000E+02	2.455914E+00
2.424000E+02	2.419186E+00
2.425000E+02	2.388525E+00
2.426000E+02	2.381831E+00
2.427000E+02	2.393067E+00
2.428000E+02	2.409823E+00
2.429000E+02	2.427898E+00
2.430000E+02	2.452098E+00
2.431000E+02	2.444381E+00
2.432000E+02	2.423444E+00
2.433000E+02	2.387466E+00
2.434000E+02	2.364454E+00
2.435000E+02	2.359615E+00
2.436000E+02	2.374623E+00
2.437000E+02	2.388576E+00
2.438000E+02	2.408811E+00
2.439000E+02	2.424976E+00
2.440000E+02	2.417880E+00
2.441000E+02	2.390192E+00
2.442000E+02	2.356416E+00
2.443000E+02	2.347856E+00
2.444000E+02	2.349648E+00
2.445000E+02	2.364983E+00
2.446000E+02	2.377329E+00
2.447000E+02	2.400065E+00
2.448000E+02	2.396734E+00
2.449000E+02	2.375204E+00
2.450000E+02	2.345605E+00
2.451000E+02	2.313078E+00
2.452000E+02	2.303570E+00
2.453000E+02	2.318025E+00
2.454000E+02	2.333118E+00
2.455000E+02	2.349638E+00
2.456000E+02	2.374549E+00
2.457000E+02	2.365621E+00
2.458000E+02	2.329767E+00
2.459000E+02	2.298559E+00
2.460000E+02	2.287239E+00
2.461000E+02	2.285974E+00
2.462000E+02	2.306134E+00
2.463000E+02	2.321909E+00
2.464000E+02	2.347913E+00
2.465000E+02	2.348214E+00
2.466000E+02	2.326632E+00
2.467000E+02	2.293552E+00
2.468000E+02	2.260785E+00
2.469000E+02	2.252266E+00
2.470000E+02	2.267385E+00
2.471000E+02	2.285403E+00
2.472000E+02	2.302595E+00
2.473000E+02	2.328029E+00
2.474000E+02	2.321841E+00
2.475000E+02	2.294267E+00
2.476000E+02	2.264274E+00
2.477000E+02	2.243901E+00
2.478000E+02	2.238917E+00
2.479000E+02	2.254803E+00
2.480000E+02	2.271087E+00
2.481000E+02	2.288973E+00
2.482000E+02	2.292044E+00
2.483000E+02	2.277680E+00
2.484000E+02	2.248699E+00
2.485000E+02	2.214873E+00
2.486000E+02	2.199608E+00
2.487000E+02	2.204828E+00
2.488000E+02	2.221011E+00
2.489000E+02	2.234497E+00
2.490000E+02	2.257826E+00
2.491000E+02	2.255596E+00
2.492000E+02	2.230934E+00
2.493000E+02	2.196295E+00
2.494000E+02	2.166980E+00
2.495000E+02	2.160319E+00
2.496000E+02	2.171488E+00
2.497000E+02	2.187842E+00
2.498000E+02	2.206326E+00
2.499000E+02	2.217481E+00
2.500000E+02	2.212221E+00
2.501000E+02	2.184765E+00
2.502000E+02	2.150568E+00
2.503000E+02	2.134260E+00
2.504000E+02	2.138164E+00
2.505000E+02	2.152370E+00
2.506000E+02	2.166477E+00
2.507000E+02	2.190690E+00
2.508000E+02	2.192428E+00
2.509000E+02	2.162364E+00
2.510000E+02	2.131116E+00
2.511000E+02	2.101551E+00
2.512000E+02	2.092768E+00
2.513000E+02	2.107115E+00
2.514000E+02	2.126517E+00
2.515000E+02	2.144100E+00
2.516000E+02	2.152410E+00
2.517000E+02	2.140941E+00
2.518000E+02	2.110445E+00
2.519000E+02	2.078303E+00
2.520000E+02	2.051431E+00
2.521000E+02	2.048634E+00
2.522000E+02	2.067921E+00
2.523000E+02	2.084377E+00
2.524000E+02	2.108755E+00
2.525000E+02	2.111174E+00
2.526000E+02	2.086465E+00
2.527000E+02	2.057653E+00
2.528000E+02	2.025129E+00
2.529000E+02	2.016350E+00
2.530000E+02	2.025001E+00
2.531000E+02	2.043542E+00
2.532000E+02	2.059576E+00
2.533000E+02	2.073134E+00
2.534000E+02	2.067843E+00
2.535000E+02	2.042982E+00
2.536000E+02	2.011420E+00
2.537000E+02	1.979092E+00
2.538000E+02	1.972725E+00
2.539000E+02	1.988786E+00
2.540000E+02	2.004328E+00
2.541000E+02	2.020581E+00
2.542000E+02	2.023938E+00
2.543000E+02	2.001817E+00
2.544000E+02	1.979926E+00
2.545000E+02	1.946879E+00
2.546000E+02	1.935670E+00
2.547000E+02	1.933706E+00
2.548000E+02	1.950047E+00
2.549000E+02	1.963422E+00
2.550000E+02	1.971652E+00
2.551000E+02	1.969395E+00
2.552000E+02	1.942476E+00
2.553000E+02	1.916160E+00
2.554000E+02	1.883481E+00
2.555000E+02	1.873777E+00
2.556000E+02	1.888060E+00
2.557000E+02	1.904438E+00
2.558000E+02	1.920071E+00
2.559000E+02	1.934904E+00
2.560000E+02	1.915617E+00
2.561000E+02	1.887824E+00
2.562000E+02	1.855712E+00
2.563000E+02	1.840528E+00
2.564000E+02	1.837643E+00
2.565000E+02	1.856751E+00
2.566000E+02	1.873194E+00
2.567000E+02	1.895807E+00
2.568000E+02	1.896816E+00
2.569000E+02	1.869927E+00
2.570000E+02	1.842502E+00
2.571000E+02	1.809476E+00
2.572000E+02	1.801162E+00
2.573000E+02	1.817466E+00
2.574000E+02	1.836341E+00
2.575000E+02	1.852108E+00
2.576000E+02	1.860847E+00
2.577000E+02	1.842833E+00
2.578000E+02	1.819190E+00
2.579000E+02	1.793765E+00
2.580000E+02	1.769711E+00
2.581000E+02	1.766171E+00
2.582000E+02	1.782239E+00
2.583000E+02	1.799461E+00
2.584000E+02	1.815745E+00
2.585000E+02	1.813602E+00
2.586000E+02	1.792618E+00
2.587000E+02	1.768877E+00
2.588000E+02	1.735986E+00
2.589000E+02	1.717367E+00
2.590000E+02	1.720023E+00
2.591000E+02	1.737690E+00
2.592000E+02	1.750819E+00
2.593000E+02	1.760901E+00
2.594000E+02	1.749867E+00
2.595000E+02	1.726511E+00
2.596000E+02	1.697051E+00
2.597000E+02	1.665860E+00
2.598000E+02	1.659372E+00
2.599000E+02	1.669505E+00
2.600000E+02	1.686895E+00
2.601000E+02	1.703007E+00
2.602000E+02	1.702659E+00
2.603000E+02	1.687394E+00
2.604000E+02	1.662800E+00
2.605000E+02	1.630637E+00
2.606000E+02	1.611499E+00
2.607000E+02	1.615376E+00
2.608000E+02	1.630698E+00
2.609000E+02	1.645710E+00
2.610000E+02	1.660722E+00
2.611000E+02	1.651135E+00
2.612000E+02	1.622111E+00
2.613000E+02	1.596322E+00
2.614000E+02	1.567864E+00
2.615000E+02	1.561285E+00
2.616000E+02	1.577150E+00
2.617000E+02	1.595559E+00
2.618000E+02	1.612639E+00
2.619000E+02	1.616051E+00
2.620000E+02	1.593737E+00
2.621000E+02	1.569767E+00
2.622000E+02	1.538310E+00
2.623000E+02	1.513901E+00
2.624000E+02	1.515011E+00
2.625000E+02	1.534008E+00
2.626000E+02	1.550025E+00
2.627000E+02	1.572234E+00
2.628000E+02	1.568816E+00
2.629000E+02	1.544397E+00
2.630000E+02	1.520629E+00
2.631000E+02	1.487565E+00
2.632000E+02	1.481259E+00
2.633000E+02	1.492168E+00
2.634000E+02	1.509143E+00
2.635000E+02	1.524138E+00
2.636000E+02	1.526986E+00
2.637000E+02	1.510766E+00
2.638000E+02	1.490133E+00
2.639000E+02	1.462448E+00
2.640000E+02	1.435917E+00
2.641000E+02	1.431750E+00
2.642000E+02	1.448023E+00
2.643000E+02	1.464321E+00
2.644000E+02	1.477190E+00
2.645000E+02	1.476383E+00
2.646000E+02	1.455285E+00
2.647000E+02	1.435897E+00
2.648000E+02	1.405624E+00
2.649000E+02	1.398636E+00
2.650000E+02	1.409048E+00
2.651000E+02	1.424114E+00
2.652000E+02	1.437810E+00
2.653000E+02	1.437884E+00
2.654000E+02	1.429597E+00
2.655000E+02	1.405516E+00
2.656000E+02	1.381684E+00
2.657000E+02	1.347689E+00
2.658000E+02	1.340623E+00
2.659000E+02	1.358115E+00
2.660000E+02	1.372975E+00
2.661000E+02	1.388523E+00
2.662000E+02	1.393503E+00
2.663000E+02	1.366267E+00
2.664000E+02	1.343400E+00
2.665000E+02	1.311416E+00
2.666000E+02	1.300737E+00
2.667000E+02	1.307300E+00
2.668000E+02	1.323074E+00
2.669000E+02	1.340019E+00
2.670000E+02	1.349751E+00
2.671000E+02	1.343363E+00
2.672000E+02	1.316026E+00
2.673000E+02	1.292643E+00
2.674000E+02	1.259150E+00
2.675000E+02	1.252432E+00
2.676000E+02	1.268986E+00
2.677000E+02	1.285479E+00
2.678000E+02	1.301814E+00
2.679000E+02	1.303703E+00
2.680000E+02	1.283205E+00
2.681000E+02	1.263071E+00
2.682000E+02	1.238359E+00
2.683000E+02	1.225294E+00
2.684000E+02	1.229130E+00
2.685000E+02	1.244176E+00
2.686000E+02	1.260095E+00
2.687000E+02	1.265339E+00
2.688000E+02	1.262288E+00
2.689000E+02	1.243596E+00
2.690000E+02	1.224616E+00
2.691000E+02	1.193104E+00
2.692000E+02	1.182843E+00
2.693000E+02	1.197602E+00
2.694000E+02	1.211483E+00
2.695000E+02	1.225199E+00
2.696000E+02	1.230305E+00
2.697000E+02	1.216653E+00
2.698000E+02	1.196249E+00
2.699000E+02	1.170349E+00
2.700000E+02	1.150252E+00
2.701000E+02	1.143612E+00
2.702000E+02	1.159886E+00
2.703000E+02	1.174573E+00
2.704000E+02	1.188812E+00
2.705000E+02	1.190641E+00
2.706000E+02	1.173777E+00
2.707000E+02	1.149743E+00
2.708000E+02	1.118781E+00
2.709000E+02	1.106381E+00
2.710000E+02	1.122290E+00
2.711000E+02	1.133749E+00
2.712000E+02	1.149598E+00
2.713000E+02	1.157436E+00
2.714000E+02	1.144962E+00
2.715000E+02	1.117418E+00
2.716000E+02	1.093981E+00
2.717000E+02	1.078288E+00
2.718000E+02	1.078450E+00
2.719000E+02	1.093954E+00
2.720000E+02	1.107333E+00
2.721000E+02	1.122385E+00
2.722000E+02	1.124851E+00
2.723000E+02	1.101556E+00
2.724000E+02	1.078662E+00
2.725000E+02	1.047731E+00
2.726000E+02	1.034137E+00
2.727000E+02	1.045835E+00
2.728000E+02	1.060425E+00
2.729000E+02	1.076324E+00
2.730000E+02	1.095415E+00
2.731000E+02	1.088275E+00
2.732000E+02	1.063813E+00
2.733000E+02	1.042387E+00
2.734000E+02	1.020262E+00
2.735000E+02	1.015666E+00
2.736000E+02	1.029693E+00
2.737000E+02	1.045062E+00
2.738000E+02	1.060374E+00
2.739000E+02	1.062402E+00
2.740000E+02	1.046705E+00
2.741000E+02	1.025971E+00
2.742000E+02	1.002116E+00
2.743000E+02	9.889126E-01
2.744000E+02	9.996998E-01
2.745000E+02	1.011904E+00
2.746000E+02	1.026565E+00
2.747000E+02	1.041037E+00
2.748000E+02	1.041830E+00
2.749000E+02	1.022341E+00
2.750000E+02	1.002473E+00
2.751000E+02	9.871614E-01
2.752000E+02	9.799035E-01
2.753000E+02	9.955428E-01
2.754000E+02	1.007960E+00
2.755000E+02	1.023032E+00
2.756000E+02	1.021936E+00
2.757000E+02	1.015990E+00
2.758000E+02	9.911834E-01
2.759000E+02	9.680804E-01
2.760000E+02	9.448154E-01
2.761000E+02	9.485608E-01
2.762000E+02	9.625602E-01
2.763000E+02	9.747882E-01
2.764000E+02	9.907076E-01
2.765000E+02	9.904478E-01
2.766000E+02	9.659783E-01
2.767000E+02	9.426694E-01
2.768000E+02	9.144107E-01
2.769000E+02	9.036876E-01
2.770000E+02	9.149742E-01
2.771000E+02	9.276611E-01
2.772000E+02	9.458412E-01
2.773000E+02	9.558659E-01
2.774000E+02	9.503052E-01
2.775000E+02	9.234130E-01
2.776000E+02	9.013897E-01
2.777000E+02	8.853320E-01
2.778000E+02	8.923436E-01
2.779000E+02	9.036673E-01
2.780000E+02	9.152509E-01
2.781000E+02	9.327190E-01
2.782000E+02	9.342914E-01
2.783000E+02	9.140530E-01
2.784000E+02	8.927384E-01
2.785000E+02	8.704418E-01
2.786000E+02	8.623876E-01
2.787000E+02	8.736844E-01
2.788000E+02	8.858517E-01
2.789000E+02	9.003842E-01
2.790000E+02	9.120555E-01
2.791000E+02	9.053915E-01
2.792000E+02	8.837293E-01
2.793000E+02	8.653805E-01
2.794000E+02	8.477707E-01
2.795000E+02	8.484421E-01
2.796000E+02	8.610346E-01
2.797000E+02	8.724224E-01
2.798000E+02	8.874679E-01
2.799000E+02	8.944794E-01
2.800000E+02	8.864556E-01
2.801000E+02	8.641759E-01
2.802000E+02	8.412282E-01
2.803000E+02	8.328703E-01
2.804000E+02	8.385254E-01
2.805000E+02	8.518872E-01
2.806000E+02	8.649925E-01
2.807000E+02	8.787760E-01
2.808000E+02	8.819410E-01
2.809000E+02	8.683464E-01
2.810000E+02	8.422370E-01
2.811000E+02	8.206220E-01
2.812000E+02	8.200214E-01
2.813000E+02	8.343617E-01
2.814000E+02	8.435665E-01
2.815000E+02	8.592159E-01
2.816000E+02	8.688559E-01
2.817000E+02	8.626980E-01
2.818000E+02	8.354448E-01
2.819000E+02	8.121529E-01
2.820000E+02	8.020303E-01
2.821000E+02	8.121630E-01
2.822000E+02	8.234361E-01
2.823000E+02	8.356405E-01
2.824000E+02	8.525586E-01
2.825000E+02	8.552107E-01
2.826000E+02	8.334473E-01
2.827000E+02	8.102532E-01
2.828000E+02	7.822779E-01
2.829000E+02	7.749121E-01
2.830000E+02	7.856791E-01
2.831000E+02	7.965540E-01
2.832000E+02	8.122575E-01
2.833000E+02	8.322731E-01
2.834000E+02	8.299179E-01
2.835000E+02	8.064809E-01
2.836000E+02	7.852978E-01
2.837000E+02	7.748513E-01
2.838000E+02	7.803242E-01
2.839000E+02	7.887766E-01
2.840000E+02	8.045947E-01
2.841000E+02	8.200788E-01
2.842000E+02	8.288382E-01
2.843000E+02	8.190126E-01
2.844000E+02	7.954034E-01
2.845000E+02	7.758332E-01
2.846000E+02	7.667567E-01
2.847000E+02	7.774123E-01
2.848000E+02	7.869646E-01
2.849000E+02	8.026141E-01
2.850000E+02	8.170792E-01
2.851000E+02	8.180408E-01
2.852000E+02	7.989328E-01
2.853000E+02	7.780703E-01
2.854000E+02	7.720440E-01
2.855000E+02	7.708934E-01
2.856000E+02	7.829021E-01
2.857000E+02	7.940976E-01
2.858000E+02	8.091498E-01
2.859000E+02	8.177911E-01
2.860000E+02	8.163942E-01
2.861000E+02	7.928998E-01
2.862000E+02	7.729550E-01
2.863000E+02	7.603525E-01
2.864000E+02	7.724354E-01
2.865000E+02	7.815828E-01
2.866000E+02	7.958083E-01
2.867000E+02	8.122001E-01
2.868000E+02	8.264830E-01
2.869000E+02	8.144439E-01
2.870000E+02	7.882974E-01
2.871000E+02	7.745173E-01
2.872000E+02	7.715379E-01
2.873000E+02	7.826187E-01
2.874000E+02	7.918201E-01
2.875000E+02	8.105063E-01
2.876000E+02	8.358936E-01
2.877000E+02	8.365077E-01
2.878000E+02	8.103004E-01
2.879000E+02	7.875315E-01
2.880000E+02	7.796663E-01
2.881000E+02	7.890026E-01
2.882000E+02	7.952449E-01
2.883000E+02	8.104691E-01
2.884000E+02	8.271646E-01
2.885000E+02	8.398211E-01
2.886000E+02	8.253459E-01
2.887000E+02	8.016760E-01
2.888000E+02	7.921777E-01
2.889000E+02	7.860131E-01
2.890000E+02	7.934532E-01
2.891000E+02	8.004850E-01
2.892000E+02	8.180880E-01
2.893000E+02	8.347295E-01
2.894000E+02	8.323777E-01
2.895000E+02	8.101486E-01
2.896000E+02	7.891916E-01
2.897000E+02	7.783065E-01
2.898000E+02	7.807798E-01
2.899000E+02	7.889014E-01
2.900000E+02	8.002623E-01
2.901000E+02	8.155642E-01
2.902000E+02	8.356439E-01
2.903000E+02	8.352120E-01
2.904000E+02	8.082152E-01
2.905000E+02	7.881152E-01
2.906000E+02	7.793997E-01
2.907000E+02	7.869275E-01
2.908000E+02	7.975697E-01
2.909000E+02	8.108302E-01
2.910000E+02	8.278225E-01
2.911000E+02	8.400337E-01
2.912000E+02	8.372669E-01
2.913000E+02	8.085054E-01
2.914000E+02	7.947995E-01
2.915000E+02	7.986663E-01
2.916000E+02	8.103882E-01
2.917000E+02	8.222383E-01
2.918000E+02	8.361264E-01
2.919000E+02	8.626339E-01
2.920000E+02	8.668415E-01
2.921000E+02	8.470351E-01
2.922000E+02	8.254336E-01
2.923000E+02	8.174200E-01
2.924000E+02	8.277652E-01
2.925000E+02	8.372770E-01
2.926000E+02	8.546068E-01
2.927000E+02	8.758607E-01
2.928000E+02	8.899445E-01
2.929000E+02	8.830140E-01
2.930000E+02	8.589190E-01
2.931000E+02	8.359374E-01
2.932000E+02	8.333967E-01
2.933000E+02	8.424867E-01
2.934000E+02	8.537868E-01
2.935000E+02	8.718387E-01
2.936000E+02	8.934368E-01
2.937000E+02	9.060360E-01
2.938000E+02	8.898197E-01
2.939000E+02	8.659643E-01
2.940000E+02	8.582138E-01
2.941000E+02	8.642063E-01
2.942000E+02	8.709749E-01
2.943000E+02	8.871507E-01
2.944000E+02	9.034041E-01
2.945000E+02	9.280086E-01
2.946000E+02	9.245906E-01
2.947000E+02	8.996014E-01
2.948000E+02	8.794407E-01
2.949000E+02	8.698412E-01
2.950000E+02	8.794104E-01
2.951000E+02	8.877614E-01
2.952000E+02	9.030633E-01
2.953000E+02	9.178422E-01
2.954000E+02	9.336570E-01
2.955000E+02	9.229103E-01
2.956000E+02	8.979515E-01
2.957000E+02	8.942938E-01
2.958000E+02	8.914325E-01
2.959000E+02	9.035391E-01
2.960000E+02	9.132803E-01
2.961000E+02	9.282819E-01
2.962000E+02	9.472583E-01
2.963000E+02	9.493571E-01
2.964000E+02	9.320846E-01
2.965000E+02	9.084688E-01
2.966000E+02	9.022805E-01
2.967000E+02	9.137426E-01
2.968000E+02	9.227382E-01
2.969000E+02	9.351585E-01
2.970000E+02	9.514760E-01
2.971000E+02	9.765293E-01
2.972000E+02	9.771907E-01
2.973000E+02	9.474709E-01
2.974000E+02	9.324423E-01
2.975000E+02	9.302052E-01
2.976000E+02	9.406922E-01
2.977000E+02	9.508721E-01
2.978000E+02	9.677126E-01
2.979000E+02	9.945171E-01
2.980000E+02	1.003857E+00
2.981000E+02	9.940278E-01
2.982000E+02	9.666632E-01
2.983000E+02	9.592367E-01
2.984000E+02	9.695279E-01
2.985000E+02	9.756082E-01
2.986000E+02	9.914837E-01
2.987000E+02	1.008557E+00
2.988000E+02	1.033644E+00
2.989000E+02	1.034498E+00
2.990000E+02	1.011425E+00
2.991000E+02	9.943315E-01
2.992000E+02	9.928570E-01
2.993000E+02	1.002861E+00
2.994000E+02	1.009620E+00
2.995000E+02	1.027112E+00
2.996000E+02	1.044171E+00
2.997000E+02	1.058957E+00
2.998000E+02	1.053461E+00
2.999000E+02	1.031289E+00
3.000000E+02	1.018295E+00
3.001000E+02	1.016098E+00
3.002000E+02	1.025101E+00
3.003000E+02	1.036330E+00
3.004000E+02	1.052057E+00
3.005000E+02	1.073793E+00
3.006000E+02	1.084962E+00
3.007000E+02	1.069086E+00
3.008000E+02	1.046689E+00
3.009000E+02	1.037278E+00
3.010000E+02	1.041459E+00
3.011000E+02	1.053208E+00
3.012000E+02	1.065692E+00
3.013000E+02	1.084145E+00
3.014000E+02	1.110181E+00
3.015000E+02	1.109472E+00
3.016000E+02	1.087307E+00
3.017000E+02	1.068702E+00
3.018000E+02	1.066913E+00
3.019000E+02	1.079239E+00
3.020000E+02	1.088093E+00
3.021000E+02	1.102862E+00
3.022000E+02	1.123849E+00
3.023000E+02	1.140126E+00
3.024000E+02	1.131070E+00
3.025000E+02	1.103456E+00
3.026000E+02	1.094420E+00
3.027000E+02	1.103901E+00
3.028000E+02	1.113946E+00
3.029000E+02	1.130166E+00
3.030000E+02	1.148326E+00
3.031000E+02	1.175113E+00
3.032000E+02	1.176298E+00
3.033000E+02	1.153879E+00
3.034000E+02	1.127544E+00
3.035000E+02	1.120721E+00
3.036000E+02	1.129555E+00
3.037000E+02	1.141361E+00
3.038000E+02	1.158549E+00
3.039000E+02	1.179520E+00
3.040000E+02	1.204813E+00
3.041000E+02	1.199849E+00
3.042000E+02	1.175616E+00
3.043000E+02	1.160220E+00
3.044000E+02	1.160743E+00
3.045000E+02	1.168328E+00
3.046000E+02	1.183319E+00
3.047000E+02	1.200237E+00
3.048000E+02	1.226286E+00
3.049000E+02	1.233385E+00
3.050000E+02	1.218198E+00
3.051000E+02	1.197261E+00
3.052000E+02	1.187375E+00
3.053000E+02	1.195986E+00
3.054000E+02	1.204000E+00
3.055000E+02	1.218050E+00
3.056000E+02	1.234897E+00
3.057000E+02	1.262177E+00
3.058000E+02	1.262943E+00
3.059000E+02	1.236834E+00
3.060000E+02	1.221110E+00
3.061000E+02	1.214699E+00
3.062000E+02	1.224481E+00
3.063000E+02	1.231749E+00
3.064000E+02	1.246615E+00
3.065000E+02	1.267370E+00
3.066000E+02	1.278326E+00
3.067000E+02	1.272397E+00
3.068000E+02	1.247543E+00
3.069000E+02	1.226472E+00
3.070000E+02	1.227575E+00
3.071000E+02	1.237643E+00
3.072000E+02	1.248606E+00
3.073000E+02	1.266955E+00
3.074000E+02	1.293041E+00
3.075000E+02	1.303926E+00
3.076000E+02	1.280448E+00
3.077000E+02	1.246828E+00
3.078000E+02	1.239104E+00
3.079000E+02	1.249811E+00
3.080000E+02	1.262062E+00
3.081000E+02	1.277843E+00
3.082000E+02	1.305677E+00
3.083000E+02	1.325629E+00
3.084000E+02	1.320044E+00
3.085000E+02	1.292757E+00
3.086000E+02	1.273197E+00
3.087000E+02	1.278005E+00
3.088000E+02	1.286903E+00
3.089000E+02	1.301243E+00
3.090000E+02	1.318425E+00
3.091000E+02	1.344531E+00
3.092000E+02	1.355132E+00
3.093000E+02	1.333001E+00
3.094000E+02	1.311049E+00
3.095000E+02	1.306257E+00
3.096000E+02	1.316893E+00
3.097000E+02	1.325666E+00
3.098000E+02	1.341912E+00
3.099000E+02	1.359701E+00
3.100000E+02	1.384751E+00
3.101000E+02	1.380283E+00
3.102000E+02	1.357585E+00
3.103000E+02	1.330916E+00
3.104000E+02	1.321741E+00
3.105000E+02	1.335221E+00
3.106000E+02	1.345175E+00
3.107000E+02	1.359752E+00
3.108000E+02	1.381468E+00
3.109000E+02	1.406899E+00
3.110000E+02	1.402158E+00
3.111000E+02	1.374277E+00
3.112000E+02	1.354910E+00
3.113000E+02	1.348735E+00
3.114000E+02	1.362002E+00
3.115000E+02	1.373221E+00
3.116000E+02	1.390700E+00
3.117000E+02	1.417892E+00
3.118000E+02	1.418665E+00
3.119000E+02	1.407743E+00
3.120000E+02	1.369540E+00
3.121000E+02	1.357666E+00
3.122000E+02	1.366102E+00
3.123000E+02	1.375391E+00
3.124000E+02	1.388172E+00
3.125000E+02	1.408515E+00
3.126000E+02	1.434304E+00
3.127000E+02	1.431126E+00
3.128000E+02	1.399786E+00
3.129000E+02	1.378630E+00
3.130000E+02	1.375084E+00
3.131000E+02	1.385061E+00
3.132000E+02	1.399398E+00
3.133000E+02	1.416664E+00
3.134000E+02	1.443823E+00
3.135000E+02	1.451134E+00
3.136000E+02	1.438785E+00
3.137000E+02	1.410206E+00
3.138000E+02	1.389903E+00
3.139000E+02	1.391931E+00
3.140000E+02	1.405613E+00
3.141000E+02	1.420234E+00
3.142000E+02	1.439990E+00
3.143000E+02	1.465998E+00
3.144000E+02	1.469213E+00
3.145000E+02	1.448395E+00
3.146000E+02	1.415749E+00
3.147000E+02	1.410833E+00
3.148000E+02	1.420625E+00
3.149000E+02	1.433805E+00
3.150000E+02	1.449086E+00
3.151000E+02	1.470691E+00
3.152000E+02	1.490373E+00
3.153000E+02	1.481283E+00
3.154000E+02	1.457134E+00
3.155000E+02	1.433248E+00
3.156000E+02	1.433353E+00
3.157000E+02	1.444416E+00
3.158000E+02	1.456226E+00
3.159000E+02	1.471778E+00
3.160000E+02	1.497212E+00
3.161000E+02	1.506727E+00
3.162000E+02	1.486540E+00
3.163000E+02	1.459179E+00
3.164000E+02	1.450355E+00
3.165000E+02	1.455852E+00
3.166000E+02	1.466376E+00
3.167000E+02	1.478840E+00
3.168000E+02	1.496885E+00
3.169000E+02	1.522913E+00
3.170000E+02	1.519802E+00
3.171000E+02	1.496642E+00
3.172000E+02	1.463562E+00
3.173000E+02	1.453169E+00
3.174000E+02	1.465903E+00
3.175000E+02	1.477264E+00
3.176000E+02	1.491257E+00
3.177000E+02	1.512163E+00
3.178000E+02	1.535587E+00
3.179000E+02	1.524091E+00
3.180000E+02	1.485818E+00
3.181000E+02	1.469794E+00
3.182000E+02	1.469534E+00
3.183000E+02	1.482147E+00
3.184000E+02	1.496416E+00
3.185000E+02	1.519651E+00
3.186000E+02	1.546715E+00
3.187000E+02	1.541448E+00
3.188000E+02	1.517852E+00
3.189000E+02	1.484515E+00
3.190000E+02	1.474939E+00
3.191000E+02	1.484593E+00
3.192000E+02	1.498140E+00
3.193000E+02	1.513024E+00
3.194000E+02	1.537274E+00
3.195000E+02	1.559614E+00
3.196000E+02	1.544107E+00
3.197000E+02	1.519408E+00
3.198000E+02	1.498326E+00
3.199000E+02	1.493271E+00
3.200000E+02	1.502172E+00
3.201000E+02	1.516151E+00
3.202000E+02	1.532334E+00
3.203000E+02	1.554519E+00
3.204000E+02	1.552609E+00
3.205000E+02	1.530947E+00
3.206000E+02	1.502958E+00
3.207000E+02	1.482616E+00
3.208000E+02	1.485119E+00
3.209000E+02	1.498029E+00
3.210000E+02	1.510054E+00
3.211000E+02	1.530721E+00
3.212000E+02	1.555677E+00
3.213000E+02	1.551563E+00
3.214000E+02	1.522161E+00
3.215000E+02	1.489209E+00
3.216000E+02	1.481688E+00
3.217000E+02	1.488780E+00
3.218000E+02	1.501211E+00
3.219000E+02	1.513952E+00
3.220000E+02	1.540193E+00
3.221000E+02	1.547231E+00
3.222000E+02	1.538597E+00
3.223000E+02	1.505374E+00
3.224000E+02	1.481478E+00
3.225000E+02	1.480149E+00
3.226000E+02	1.493268E+00
3.227000E+02	1.505260E+00
3.228000E+02	1.520524E+00
3.229000E+02	1.547086E+00
3.230000E+02	1.544457E+00
3.231000E+02	1.518341E+00
3.232000E+02	1.484721E+00
3.233000E+02	1.474288E+00
3.234000E+02	1.483307E+00
3.235000E+02	1.494152E+00
