2.501992	216.672456
10.80864	217.9905331
19.11528	217.0942653
27.42193	217.9905331
35.72857	217.4633228
44.03522	218.3069414
52.34186	217.5688264
60.64851	218.1487886
68.95515	217.5160746
77.2618	218.3596932
85.56845	217.5160746
93.87509	218.2541896
102.1817	217.7269793
110.4884	218.5705979
118.795	217.5160746
127.1017	218.4650942
135.4083	217.7796284
143.715	218.3596932
152.0216	217.6742274
160.3283	218.8341517
168.6349	217.8851321
176.9415	218.623247
185.2482	217.7796284
193.5548	218.9923045
201.8615	217.6214756
210.1681	218.7287507
218.4748	218.0432849
226.7814	218.7813999
235.0881	217.6214756
243.3947	219.0978082
251.7014	218.3069414
260.008	218.7813999
268.3146	218.0960367
276.6213	218.9396553
284.9279	217.8851321
293.2346	219.0450563
301.5412	218.1487886
309.8479	219.2032092
318.1545	218.2541896
326.4612	219.0978082
334.7678	218.2014377
343.0744	219.0450563
351.3811	217.9378839
359.6877	219.15056
367.9944	218.4123424
376.301	219.4141138
384.6077	218.5705979
392.9143	219.3087128
401.221	218.0432849
409.5276	219.255961
417.8343	218.623247
426.1409	219.255961
434.4475	218.6759989
442.7542	219.2032092
451.0608	218.623247
459.3675	219.6777703
467.6741	218.4123424
475.9808	219.3614646
484.2874	218.6759989
492.5941	219.3087128
500.9007	218.623247
509.2074	219.8886749
517.514	218.7287507
525.8206	219.5723693
534.1273	218.8341517
542.4339	217.9378839
550.7406	219.6250185
559.0472	218.8341517
567.3539	219.8886749
575.6605	218.9923045
583.9672	219.4668656
592.2738	218.4650942
600.5805	219.5723693
608.8871	218.9396553
617.1937	219.5723693
625.5004	218.9396553
633.807	219.6250185
642.1137	218.7287507
650.4203	219.7305221
658.727	218.7287507
667.0336	220.2049806
675.3403	219.15056
683.6469	218.3596932
691.9536	219.7305221
700.2602	219.15056
708.5668	219.9414268
716.8735	219.0978082
725.1801	220.1523314
733.4868	218.9396553
741.7934	219.994076
750.1001	219.0978082
758.4067	219.9414268
766.7134	218.7813999
775.02	219.8886749
783.3267	219.0450563
791.6333	219.7305221
799.9399	219.0978082
808.2466	219.8886749
816.5532	219.255961
824.8599	219.7305221
833.1665	218.623247
841.4732	219.7831713
849.7798	219.0978082
858.0865	219.7831713
866.3931	218.4650942
874.6997	219.7831713
883.0064	218.4123424
891.313	219.994076
899.6197	219.255961
907.9263	219.9414268
916.233	219.255961
924.5396	219.8886749
932.8463	216.9887617
941.1529	219.8886749
949.4596	219.0450563
957.7662	219.994076
966.0728	218.7813999
974.3795	220.3632361
982.6861	218.1487886
990.9928	221.1541028
999.2994	218.5705979
1007.606	220.5213889
1015.913	219.4141138
1024.219	220.5213889
1032.526	219.255961
1040.833	220.4686371
1049.139	219.4141138
1057.446	220.1523314
1065.753	219.3087128
