time	Zeff
287.8	1.824986626
288	1.898847194
288.2	1.811942805
288.4	1.913232207
288.6	1.865025857
288.8	1.817959624
289	1.971849125
289.2	1.800418041
289.4	1.849906445
289.6	1.82921832
289.8	1.826515393
290	1.794066625
290.2	1.864144798
290.4	1.798659993
290.6	1.763809769
290.8	1.814082492
291	1.813952799
291.2	1.784281641
291.4	1.828720774
291.6	1.771471641
291.8	1.751446411
292	1.800828481
292.2	1.666837128
292.4	1.882214678
292.6	1.815723761
292.8	1.743195415
293	1.779495117
293.2	1.849861715
293.4	1.820790892
293.6	1.857348292
293.8	1.843463598
294	1.899842799
294.2	1.847188906
294.4	1.826485061
294.6	1.871415035
294.8	1.884700271
295	1.898859165
295.2	1.95512837
295.4	1.846604557
295.6	1.873476528
295.8	1.813109018
296	1.993923316
296.2	1.92226178
296.4	1.907765835
296.6	1.932380625
296.8	1.992541123
297	1.935927975
297.2	1.994890618
297.4	2.016502246
297.6	1.905591514
297.8	1.994140045
298	1.957101238
298.2	2.013526466
298.4	1.950753182
298.6	1.978715236
298.8	1.966368538
299	1.93962277
299.2	2.027152013
299.4	2.038795819
299.6	2.030663286
299.8	1.963312454
300	1.974384606
300.2	2.045180779
300.4	1.986467658
300.6	2.015726398
300.8	1.978286727
301	1.923858091
301.2	1.971586917
301.4	1.89667435
301.6	2.051812271
301.8	2.002420739
302	1.958240496
302.2	1.87282569
302.4	1.992350661
302.6	1.977912726
302.8	1.97432071
303	1.964967345
303.2	2.00097313
303.4	1.954468236
303.6	1.877734194
303.8	1.924880539
304	1.880496606
304.2	1.942867982
304.4	1.905495163
304.6	1.86126424
304.8	1.791495816
305	1.819129854
305.2	1.800336482
305.4	1.814510008
305.6	1.856097012
305.8	1.845730633
306	1.857224607
306.2	1.862990582
306.4	1.831982766
306.6	1.757881611
306.8	1.903474585
307	1.828898914
307.2	1.813033637
307.4	1.907098897
307.6	1.786179017
307.8	1.816988364
308	1.776428114
308.2	1.791638927
308.4	1.740010611
308.6	1.889919442
308.8	1.834417656
309	1.730952868
309.2	1.821467362
309.4	1.847514759
309.6	1.854222683
309.8	1.822451605
310	1.767355641
310.2	1.786071671
310.4	1.868962362
310.6	2.056154736
310.8	2.167895388
311	2.159639345
311.2	2.174457244
311.4	2.078067427
311.6	2.150660161
311.8	2.254373469
312	2.254201482
312.2	2.172266954
312.4	2.118374469
312.6	2.057806792
312.8	2.101374553
313	1.993415673
313.2	2.082593768
313.4	1.988308242
313.6	1.986614462
313.8	1.881574063
314	1.934334762
314.2	1.840034508
314.4	1.876292275
314.6	1.912796525
314.8	1.910552371
315	1.818838543
315.2	1.827406827
315.4	1.908391435
315.6	1.923028291
315.8	1.875023734
316	1.926485235
316.2	1.856667186
316.4	1.898200036
316.6	1.919877962
316.8	1.872480802
317	1.840483352
317.2	1.788174717
317.4	1.869874863
317.6	1.857087271
317.8	1.895505305
318	1.769787342
318.2	1.795499088
318.4	1.810336463
318.6	1.886837612
318.8	1.837182453
319	1.910176259
319.2	1.891302681
319.4	1.890729467
319.6	1.914672968
319.8	1.856683738
320	1.892441185
320.2	1.887195485
320.4	1.842228239
320.6	1.808564409
320.8	1.798764998
321	1.748743785
321.2	1.876508652
321.4	1.839696013
321.6	1.864047858
321.8	1.883708768
322	1.856973566
322.2	1.827946648
322.4	1.855851437
322.6	1.83500724
322.8	1.807482048
323	1.946769567
323.2	1.982543614
323.4	1.918088383
323.6	1.926172161
323.8	1.947653736
324	1.936432682
324.2	1.924504258
324.4	1.955379045
324.6	2.032502271
324.8	1.95319486
325	1.933190543
325.2	1.920047274
325.4	1.918176468
325.6	2.023051022
325.8	1.997282813
326	1.924985723
326.2	2.025246397
326.4	2.028505201
326.6	1.958150802
326.8	1.950260386
327	2.094181738
327.2	1.996425527
327.4	1.99026638
327.6	1.950195327
327.8	1.999955116
328	1.978281707
328.2	1.960049882
328.4	1.996474062
328.6	2.031876703
328.8	1.944869355
329	1.932285054
329.2	1.99351665
329.4	2.005805474
329.6	1.964847252
329.8	2.056780519
330	1.976258969
330.2	2.035174507
330.4	1.963023423
330.6	1.979302372
330.8	2.040686779
331	1.928325225
331.2	1.948713198
331.4	1.935938074
331.6	1.922364691
331.8	2.034552858
332	1.922123509
332.2	1.938102574
332.4	1.983279475
332.6	1.988066253
332.8	1.988514154
333	1.964717594
333.2	1.999893599
333.4	1.995133663
333.6	1.975536777
333.8	2.001083087
334	2.02071026
334.2	2.008935193
334.4	2.05753569
334.6	1.936084873
334.8	1.925128359
335	1.97561112
335.2	1.943208315
335.4	1.982792253
335.6	1.984496814
335.8	1.9959432
336	1.919432172
336.2	1.876207135
336.4	1.925818802
336.6	1.956561618
336.8	1.964399455
337	1.985593615
337.2	1.931179517
337.4	1.928084331
337.6	1.972984976
337.8	1.950993357
338	1.933176091
338.2	1.996899657
338.4	1.925401898
338.6	1.969854438
338.8	1.978595809
339	1.94840039
339.2	1.958768338
339.4	1.949319075
339.6	1.972180692
339.8	1.938048263
340	1.832117899
340.2	1.877768429
340.4	1.971375784
340.6	1.858056339
340.8	1.931095726
341	1.928952352
341.2	1.910590386
341.4	1.930893218
341.6	1.960142207
341.8	2.111945737
342	2.124314771
342.2	2.073580091
342.4	2.083801379
342.6	2.042338587
342.8	2.113624086
343	2.153227142
343.2	2.081485184
343.4	2.050085105
343.6	2.055264043
343.8	2.068235581
344	2.128938437
344.2	2.077609184
344.4	2.11288655
344.6	2.056705314
344.8	2.046652109
345	2.006704421
345.2	1.977406964
345.4	2.065699378
345.6	2.122049007
345.8	2.069416647
346	2.021910839
346.2	2.078042537
346.4	1.998131062
346.6	2.067763557
346.8	2.059146055
347	2.002298893
347.2	2.01849381
347.4	2.019511573
347.6	1.961795103
347.8	1.960318485
348	2.05963441
348.2	2.052559725
348.4	1.91089532
348.6	1.953213326
348.8	1.982154924
349	1.995748186
349.2	2.014996839
349.4	1.876684943
349.6	1.994874464
349.8	1.946204201
350	1.937491377
350.2	1.888106414
350.4	2.083923064
350.6	1.991373724
350.8	1.980008244
351	2.000779703
351.2	2.07738489
351.4	1.951526329
351.6	1.956036938
351.8	2.02316238
352	1.955063193
352.2	1.921943356
352.4	1.882364624
352.6	1.905629673
352.8	1.843614047
353	1.831438091
353.2	1.839118899
353.4	1.87862208
353.6	1.777779545
353.8	1.821386492
354	1.799586854
354.2	1.833501285
354.4	1.811114099
354.6	1.787408235
354.8	1.840366908
355	1.81384233
355.2	1.832527473
355.4	1.811249663
355.6	1.860835938
355.8	1.860609584
356	1.84240714
356.2	1.878460862
356.4	1.91605188
356.6	1.937180563
356.8	1.938848844
357	1.928807711
357.2	1.970270567
357.4	2.00044649
357.6	2.029277112
357.8	2.033916213
358	2.060201136
358.2	2.096909112
358.4	2.053592487
358.6	2.064215025
358.8	2.143316134
359	2.138019542
359.2	2.221023522
359.4	2.290388839
359.6	2.408703962
359.8	2.554687954
360	2.403523173
360.2	2.387080147
360.4	2.381782217
360.6	2.482219589
360.8	2.483063573
361	2.37767058
361.2	2.433417135
361.4	2.3731777
361.6	2.394694863
361.8	2.414552783
362	2.465065438
362.2	2.396289199
362.4	2.489948902
362.6	2.47503024
362.8	2.43918907
363	2.469692271
363.2	2.473514894
363.4	2.403738386
363.6	2.428357323
363.8	2.427730463
364	2.471292563
364.2	2.435888274
364.4	2.424482656
364.6	2.483659679
364.8	2.430183532
365	2.340056932
365.2	2.391965401
365.4	2.440409389
365.6	2.388312874
365.8	2.387145442
366	2.38570364
366.2	2.446254417
366.4	2.40621063
366.6	2.393400435
366.8	2.437064652
367	2.452397612
367.2	2.468102357
367.4	2.480519265
367.6	2.489361456
367.8	2.49160596
368	2.54661442
368.2	2.493547709
368.4	2.496964876
368.6	2.497562013
368.8	2.486828782
369	2.607583249
369.2	2.520824678
369.4	2.476837312
369.6	2.452227895
369.8	2.420967926
370	2.46696589
370.2	2.526167738
370.4	2.482531502
370.6	2.659112593
370.8	2.618675234
371	2.591208359
371.2	2.569009841
371.4	2.60575075
371.6	2.63766855
371.8	2.578951109
372	2.566721398
372.2	2.694436891
372.4	2.583036381
372.6	2.555688473
372.8	2.55800905
373	2.531448746
373.2	2.65589121
373.4	2.494890013
373.6	2.562988654
373.8	2.440252281
374	2.590822848
374.2	2.60031121
374.4	2.628173203
374.6	2.64887924
374.8	2.686102207
375	2.632735013
375.2	2.61255285
375.4	2.762322635
375.6	2.74166073
375.8	2.633320275
376	2.799336569
376.2	2.628595353
376.4	2.80664619
376.6	2.803226326
376.8	2.698278059
377	2.741338001
377.2	2.841622783
377.4	2.792806867
377.6	2.937397345
377.8	2.894287989
378	2.894728596
378.2	2.950021115
378.4	2.947279605
378.6	2.944210673
378.8	2.925511763
379	2.966097531
379.2	2.947721822
379.4	3.046705511
379.6	2.93682662
379.8	2.998574048
380	2.981411734
380.2	3.016092748
380.4	3.180855324
380.6	3.086995823
380.8	3.026589601
381	3.123578886
381.2	3.09111583
381.4	3.047935762
381.6	3.054931736
381.8	3.167619833
382	2.995308316
382.2	3.203324567
382.4	3.192336694
382.6	3.280766191
382.8	3.29421619
383	3.357677934
383.2	3.292101239
383.4	3.231691095
383.6	3.175367004
383.8	3.227025853
384	3.180590208
384.2	3.191281212
384.4	3.266723089
384.6	3.272019972
384.8	3.110064865
385	3.161156531
385.2	3.124943234
385.4	3.025165137
385.6	3.111440978
385.8	3.142487507
386	3.126295278
386.2	3.191093823
386.4	3.111351417
386.6	3.13353461
386.8	3.12879491
387	3.20452368
387.2	3.202862971
387.4	3.166666774
387.6	3.103144117
387.8	3.260004254
388	3.188055567
388.2	3.289415329
388.4	3.12095059
388.6	3.135442857
388.8	3.088771809
389	3.189062619
389.2	3.29134921
389.4	3.238758328
389.6	3.222706599
389.8	3.327115676
390	3.262714002
390.2	3.281119544
390.4	3.263819804
390.6	3.069325989
390.8	3.2855365
391	3.126032976
391.2	3.147502863
391.4	3.133907868
391.6	3.119362375
391.8	3.32601822
392	3.276611784
392.2	3.202960561
392.4	3.090815338
392.6	3.150803523
392.8	3.002802827
393	3.129747032
393.2	2.964172111
393.4	2.877447012
393.6	2.943574467
393.8	2.968450365
394	2.823379172
394.2	2.900887409
394.4	2.944175764
394.6	2.895108752
394.8	2.909782911
395	2.942290938
395.2	2.989372965
395.4	2.925699954
395.6	2.829948697
395.8	2.881816434
396	2.960031231
396.2	2.883209437
396.4	2.860131425
396.6	3.05905485
396.8	3.005832033
397	3.036709766
397.2	2.945264696
397.4	3.068705316
397.6	3.135098369
397.8	2.974087926
398	3.11600372
398.2	3.025117443
398.4	3.162133773
398.6	3.044161666
398.8	3.295016936
399	3.346018383
399.2	3.155373662
399.4	3.459780108
399.6	3.641347243
399.8	3.561383539
400	5.078514967
